exposure_component	exposure_category	chip_type	chip_status	outcome	incidence_rate_100py	ci_95	p_value_rate	pval_interaction
Blood_lipid_points	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.69132581228319	(6.60 - 6.78)	1.13635098543487e-322	0.780184104367063
Blood_lipid_points	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	6.0572618464778	(4.37 - 8.19)	4.94065645841247e-324	0.780184104367063
Blood_lipid_points	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	4.21821645348006	(4.10 - 4.34)	6.91691904177745e-323	0.780184104367063
Blood_lipid_points	High	ASXL1	Carrier	composite_mi_cad_stroke_death	13.063426312029	(10.24 - 16.43)	4.94065645841247e-324	0.780184104367063
Blood_lipid_points	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.47632668782208	(6.32 - 6.64)	6.42285339593621e-323	0.780184104367063
Blood_lipid_points	Low	CHIP	Carrier	composite_mi_cad_stroke_death	8.16886588509673	(7.78 - 8.57)	2.96439387504748e-323	0.111035959652001
Blood_lipid_points	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	6.61628044274919	(6.52 - 6.71)	1.08694442085074e-322	0.111035959652001
Blood_lipid_points	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	5.58510841621392	(5.06 - 6.15)	1.97626258336499e-323	0.111035959652001
Blood_lipid_points	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	4.13908833015313	(4.02 - 4.26)	6.91691904177745e-323	0.111035959652001
Blood_lipid_points	High	CHIP	Carrier	composite_mi_cad_stroke_death	9.19206182747618	(8.46 - 9.97)	1.48219693752374e-323	0.111035959652001
Blood_lipid_points	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	6.33077594470518	(6.17 - 6.49)	6.42285339593621e-323	0.111035959652001
Blood_lipid_points	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	7.38662242940355	(6.90 - 7.90)	2.47032822920623e-323	0.236653318842012
Blood_lipid_points	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.69345015255979	(6.60 - 6.79)	1.08694442085074e-322	0.236653318842012
Blood_lipid_points	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	5.32683719928562	(4.65 - 6.07)	1.48219693752374e-323	0.236653318842012
Blood_lipid_points	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	4.18921459159466	(4.07 - 4.31)	6.91691904177745e-323	0.236653318842012
Blood_lipid_points	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	8.3986443073352	(7.47 - 9.41)	9.88131291682493e-324	0.236653318842012
Blood_lipid_points	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.44416865236308	(6.29 - 6.61)	6.42285339593621e-323	0.236653318842012
Blood_lipid_points	Low	TET2	Carrier	composite_mi_cad_stroke_death	8.38788054283733	(7.50 - 9.35)	1.48219693752374e-323	0.109371965528727
Blood_lipid_points	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	6.69777405976119	(6.61 - 6.79)	1.13635098543487e-322	0.109371965528727
Blood_lipid_points	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	5.17747490195841	(4.05 - 6.52)	9.88131291682493e-324	0.109371965528727
Blood_lipid_points	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	4.21772460526554	(4.10 - 4.34)	6.91691904177745e-323	0.109371965528727
Blood_lipid_points	High	TET2	Carrier	composite_mi_cad_stroke_death	9.82684646714557	(8.19 - 11.70)	9.88131291682493e-324	0.109371965528727
Blood_lipid_points	High	TET2	Non-carrier	composite_mi_cad_stroke_death	6.47012484792198	(6.31 - 6.63)	6.42285339593621e-323	0.109371965528727
Blood_lipid_points	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	9.09505379462719	(8.49 - 9.73)	1.97626258336499e-323	0.196619016407583
Blood_lipid_points	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.64417511267742	(6.55 - 6.74)	1.13635098543487e-322	0.196619016407583
Blood_lipid_points	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	5.95428854150583	(5.17 - 6.82)	1.48219693752374e-323	0.196619016407583
Blood_lipid_points	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	4.1774511971182	(4.06 - 4.30)	6.91691904177745e-323	0.196619016407583
Blood_lipid_points	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	10.336644636716	(9.23 - 11.54)	1.48219693752374e-323	0.196619016407583
Blood_lipid_points	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.39256706703586	(6.23 - 6.55)	6.42285339593621e-323	0.196619016407583
HbA1c_score	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	21.8028275469015	(15.65 - 29.58)	4.94065645841247e-324	0.416140915461794
HbA1c_score	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	14.9459520274031	(14.48 - 15.42)	3.45845952088873e-323	0.416140915461794
HbA1c_score	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	12.7335796889086	(9.72 - 16.39)	4.94065645841247e-324	0.416140915461794
HbA1c_score	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	8.45209786483343	(8.23 - 8.68)	5.43472210425371e-323	0.416140915461794
HbA1c_score	High	ASXL1	Carrier	composite_mi_cad_stroke_death	9.22778884135897	(8.04 - 10.54)	9.88131291682493e-324	0.416140915461794
HbA1c_score	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	5.18363163102938	(5.12 - 5.25)	1.33397724377137e-322	0.416140915461794
HbA1c_score	Low	CHIP	Carrier	composite_mi_cad_stroke_death	18.4753359370484	(16.62 - 20.49)	9.88131291682493e-324	0.494291255866322
HbA1c_score	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	14.7181997963569	(14.24 - 15.21)	2.96439387504748e-323	0.494291255866322
HbA1c_score	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	9.32036008631658	(8.47 - 10.23)	1.48219693752374e-323	0.494291255866322
HbA1c_score	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	8.41624796175484	(8.18 - 8.65)	4.94065645841247e-323	0.494291255866322
HbA1c_score	High	CHIP	Carrier	composite_mi_cad_stroke_death	6.75847730009785	(6.45 - 7.07)	3.45845952088873e-323	0.494291255866322
HbA1c_score	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.10118797117153	(5.03 - 5.17)	1.28457067918724e-322	0.494291255866322
HbA1c_score	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	18.0216987308936	(15.51 - 20.83)	9.88131291682493e-324	0.862069055042362
HbA1c_score	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	14.8739455014963	(14.40 - 15.36)	3.45845952088873e-323	0.862069055042362
HbA1c_score	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	8.55963824924615	(7.50 - 9.73)	9.88131291682493e-324	0.862069055042362
HbA1c_score	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.48015056660742	(8.25 - 8.71)	4.94065645841247e-323	0.862069055042362
HbA1c_score	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	6.14344614382865	(5.76 - 6.55)	2.47032822920623e-323	0.862069055042362
HbA1c_score	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.17106555456994	(5.10 - 5.24)	1.33397724377137e-322	0.862069055042362
HbA1c_score	Low	TET2	Carrier	composite_mi_cad_stroke_death	16.4615219839085	(12.73 - 20.94)	4.94065645841247e-324	0.943749487504411
HbA1c_score	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	14.9720921730861	(14.51 - 15.45)	3.45845952088873e-323	0.943749487504411
HbA1c_score	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	11.2095450269569	(9.11 - 13.65)	9.88131291682493e-324	0.943749487504411
HbA1c_score	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	8.44549106660901	(8.22 - 8.68)	5.43472210425371e-323	0.943749487504411
HbA1c_score	High	TET2	Carrier	composite_mi_cad_stroke_death	6.80888147067338	(6.12 - 7.55)	1.48219693752374e-323	0.943749487504411
HbA1c_score	High	TET2	Non-carrier	composite_mi_cad_stroke_death	5.1857798876401	(5.12 - 5.25)	1.33397724377137e-322	0.943749487504411
HbA1c_score	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	18.5637953927583	(15.99 - 21.44)	9.88131291682493e-324	0.16873762000969
HbA1c_score	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	14.8550801411979	(14.39 - 15.34)	3.45845952088873e-323	0.16873762000969
HbA1c_score	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	10.5780354962899	(9.26 - 12.04)	9.88131291682493e-324	0.16873762000969
HbA1c_score	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.41005487381227	(8.18 - 8.64)	4.94065645841247e-323	0.16873762000969
HbA1c_score	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	7.53023421263089	(7.06 - 8.02)	2.47032822920623e-323	0.16873762000969
HbA1c_score	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.13544074068542	(5.07 - 5.20)	1.33397724377137e-322	0.16873762000969
PA_score	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	10.7392787218297	(9.46 - 12.15)	9.88131291682493e-324	0.84677789034368
PA_score	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.01419616042756	(5.94 - 6.09)	1.33397724377137e-322	0.84677789034368
PA_score	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	7.14651538187081	(4.16 - 11.44)	4.94065645841247e-324	0.84677789034368
PA_score	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	5.88369024767182	(5.66 - 6.11)	4.44659081257122e-323	0.84677789034368
PA_score	High	ASXL1	Carrier	composite_mi_cad_stroke_death	11.5074634366031	(8.48 - 15.26)	4.94065645841247e-324	0.84677789034368
PA_score	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.60665188342857	(6.41 - 6.81)	5.43472210425371e-323	0.84677789034368
PA_score	Low	CHIP	Carrier	composite_mi_cad_stroke_death	7.92145673496989	(7.59 - 8.27)	3.45845952088873e-323	0.449837820960032
PA_score	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.91158951372537	(5.84 - 5.99)	1.28457067918724e-322	0.449837820960032
PA_score	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	6.25646032081736	(5.38 - 7.23)	9.88131291682493e-324	0.449837820960032
PA_score	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.86492568737668	(5.64 - 6.10)	3.95252516672997e-323	0.449837820960032
PA_score	High	CHIP	Carrier	composite_mi_cad_stroke_death	8.01848817846631	(7.21 - 8.89)	1.48219693752374e-323	0.449837820960032
PA_score	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	6.53717365245152	(6.34 - 6.74)	4.94065645841247e-323	0.449837820960032
PA_score	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	7.30507205631667	(6.88 - 7.75)	2.47032822920623e-323	0.102127592958176
PA_score	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.99375636310898	(5.92 - 6.07)	1.28457067918724e-322	0.102127592958176
PA_score	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	5.98434190465665	(4.87 - 7.28)	9.88131291682493e-324	0.102127592958176
PA_score	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.88673988441577	(5.66 - 6.12)	4.44659081257122e-323	0.102127592958176
PA_score	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	6.78863663019374	(5.81 - 7.88)	9.88131291682493e-324	0.102127592958176
PA_score	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.63154718152143	(6.43 - 6.83)	5.43472210425371e-323	0.102127592958176
PA_score	Low	TET2	Carrier	composite_mi_cad_stroke_death	8.01747493999344	(7.27 - 8.82)	1.48219693752374e-323	0.423639542231603
PA_score	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	6.01582500531393	(5.94 - 6.09)	1.33397724377137e-322	0.423639542231603
PA_score	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	6.82066475897073	(4.83 - 9.36)	4.94065645841247e-324	0.423639542231603
PA_score	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	5.87870620014049	(5.66 - 6.11)	4.44659081257122e-323	0.423639542231603
PA_score	High	TET2	Carrier	composite_mi_cad_stroke_death	8.62825744573421	(6.70 - 10.94)	4.94065645841247e-324	0.423639542231603
PA_score	High	TET2	Non-carrier	composite_mi_cad_stroke_death	6.61356410192762	(6.42 - 6.81)	5.43472210425371e-323	0.423639542231603
PA_score	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	8.71016520145703	(8.20 - 9.24)	2.47032822920623e-323	0.713735371605015
PA_score	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.95813184928658	(5.88 - 6.03)	1.28457067918724e-322	0.713735371605015
PA_score	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	6.72496710188806	(5.41 - 8.27)	9.88131291682493e-324	0.713735371605015
PA_score	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.86479381456624	(5.64 - 6.10)	4.44659081257122e-323	0.713735371605015
PA_score	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	9.47883676236709	(8.20 - 10.90)	9.88131291682493e-324	0.713735371605015
PA_score	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.54576281558517	(6.35 - 6.75)	5.43472210425371e-323	0.713735371605015
bmi_points	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	12.1170033515579	(9.84 - 14.77)	4.94065645841247e-324	0.00851447233298033
bmi_points	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	8.66344340317233	(8.50 - 8.83)	7.4109846876187e-323	0.00851447233298033
bmi_points	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	10.2372475449962	(8.61 - 12.08)	9.88131291682493e-324	0.00851447233298033
bmi_points	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.37215189724339	(6.27 - 6.48)	9.88131291682493e-323	0.00851447233298033
bmi_points	High	ASXL1	Carrier	composite_mi_cad_stroke_death	9.58657003559274	(7.60 - 11.93)	9.88131291682493e-324	0.00851447233298033
bmi_points	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	3.94434979752771	(3.85 - 4.04)	8.39911597930119e-323	0.00851447233298033
bmi_points	Low	CHIP	Carrier	composite_mi_cad_stroke_death	10.4734988181414	(9.78 - 11.21)	1.97626258336499e-323	0.0269859950212327
bmi_points	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	8.56018640392807	(8.39 - 8.73)	6.91691904177745e-323	0.0269859950212327
bmi_points	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	8.07336535369848	(7.62 - 8.55)	2.47032822920623e-323	0.0269859950212327
bmi_points	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	6.27727277860135	(6.17 - 6.39)	9.38724727098368e-323	0.0269859950212327
bmi_points	High	CHIP	Carrier	composite_mi_cad_stroke_death	5.49715378553066	(5.07 - 5.95)	1.97626258336499e-323	0.0269859950212327
bmi_points	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	3.86828322295331	(3.77 - 3.96)	8.39911597930119e-323	0.0269859950212327
bmi_points	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	9.96640608404982	(9.04 - 10.96)	1.48219693752374e-323	0.52088732258939
bmi_points	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.63996514807073	(8.47 - 8.81)	6.91691904177745e-323	0.52088732258939
bmi_points	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	7.40531223222977	(6.83 - 8.01)	1.97626258336499e-323	0.52088732258939
bmi_points	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.35686299038127	(6.25 - 6.46)	9.38724727098368e-323	0.52088732258939
bmi_points	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	4.91799782426998	(4.40 - 5.48)	1.48219693752374e-323	0.52088732258939
bmi_points	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	3.93449483440879	(3.84 - 4.03)	8.39911597930119e-323	0.52088732258939
bmi_points	Low	TET2	Carrier	composite_mi_cad_stroke_death	10.3838270147248	(8.87 - 12.08)	9.88131291682493e-324	0.0916663094898836
bmi_points	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	8.66352492337805	(8.50 - 8.83)	7.4109846876187e-323	0.0916663094898836
bmi_points	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	8.23154089449247	(7.22 - 9.35)	1.48219693752374e-323	0.0916663094898836
bmi_points	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	6.37184514457774	(6.27 - 6.48)	9.88131291682493e-323	0.0916663094898836
bmi_points	High	TET2	Carrier	composite_mi_cad_stroke_death	5.78521525854612	(4.80 - 6.92)	9.88131291682493e-324	0.0916663094898836
bmi_points	High	TET2	Non-carrier	composite_mi_cad_stroke_death	3.94941835870413	(3.86 - 4.04)	8.39911597930119e-323	0.0916663094898836
bmi_points	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	11.1035858687216	(10.09 - 12.19)	1.48219693752374e-323	0.00832102206264305
bmi_points	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.60430726704319	(8.44 - 8.77)	6.91691904177745e-323	0.00832102206264305
bmi_points	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	8.84718423106742	(8.16 - 9.58)	1.48219693752374e-323	0.00832102206264305
bmi_points	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.31757940094298	(6.21 - 6.42)	9.38724727098368e-323	0.00832102206264305
bmi_points	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	6.36574450301229	(5.68 - 7.11)	1.48219693752374e-323	0.00832102206264305
bmi_points	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	3.90246267330322	(3.81 - 4.00)	8.39911597930119e-323	0.00832102206264305
diet_score	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	11.98461552655	(10.07 - 14.16)	9.88131291682493e-324	0.218930330669016
diet_score	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	7.01242058259878	(6.89 - 7.14)	8.89318162514244e-323	0.218930330669016
diet_score	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	8.7481506731093	(6.81 - 11.07)	4.94065645841247e-324	0.218930330669016
diet_score	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.06858423766108	(5.94 - 6.20)	7.4109846876187e-323	0.218930330669016
diet_score	High	ASXL1	Carrier	composite_mi_cad_stroke_death	10.3678018495666	(8.53 - 12.49)	9.88131291682493e-324	0.218930330669016
diet_score	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	5.30540621209891	(5.21 - 5.40)	9.38724727098368e-323	0.218930330669016
diet_score	Low	CHIP	Carrier	composite_mi_cad_stroke_death	9.07372909105841	(8.53 - 9.64)	2.47032822920623e-323	0.70858549636691
diet_score	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	6.90328170258136	(6.78 - 7.03)	8.39911597930119e-323	0.70858549636691
diet_score	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	7.66423063261369	(7.09 - 8.28)	1.97626258336499e-323	0.70858549636691
diet_score	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.97523938364221	(5.84 - 6.11)	7.4109846876187e-323	0.70858549636691
diet_score	High	CHIP	Carrier	composite_mi_cad_stroke_death	6.7964024846509	(6.37 - 7.24)	2.47032822920623e-323	0.70858549636691
diet_score	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.22899501494078	(5.13 - 5.33)	8.89318162514244e-323	0.70858549636691
diet_score	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	8.06149722210369	(7.38 - 8.79)	1.48219693752374e-323	0.218932667150285
diet_score	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	7.00711456745117	(6.88 - 7.13)	8.39911597930119e-323	0.218932667150285
diet_score	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	6.91656767711827	(6.19 - 7.70)	1.48219693752374e-323	0.218932667150285
diet_score	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.05298508495076	(5.92 - 6.19)	7.4109846876187e-323	0.218932667150285
diet_score	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	6.49890620751472	(5.95 - 7.08)	1.97626258336499e-323	0.218932667150285
diet_score	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.28541900259741	(5.19 - 5.39)	9.38724727098368e-323	0.218932667150285
diet_score	Low	TET2	Carrier	composite_mi_cad_stroke_death	8.89374506128238	(7.71 - 10.21)	9.88131291682493e-324	0.825602466693072
diet_score	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	7.02080017547435	(6.90 - 7.15)	8.39911597930119e-323	0.825602466693072
diet_score	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	8.59185898083654	(7.22 - 10.14)	9.88131291682493e-324	0.825602466693072
diet_score	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	6.05337389570587	(5.92 - 6.19)	7.4109846876187e-323	0.825602466693072
diet_score	High	TET2	Carrier	composite_mi_cad_stroke_death	6.86839435910548	(5.91 - 7.93)	9.88131291682493e-324	0.825602466693072
diet_score	High	TET2	Non-carrier	composite_mi_cad_stroke_death	5.31114111531692	(5.21 - 5.41)	9.38724727098368e-323	0.825602466693072
diet_score	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	10.2290516739884	(9.41 - 11.10)	1.48219693752374e-323	0.704975227430758
diet_score	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.94153117376911	(6.82 - 7.07)	8.39911597930119e-323	0.704975227430758
diet_score	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	8.68253758246798	(7.79 - 9.65)	1.48219693752374e-323	0.704975227430758
diet_score	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.00372401218588	(5.87 - 6.14)	7.4109846876187e-323	0.704975227430758
diet_score	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	7.2112787798893	(6.56 - 7.91)	1.97626258336499e-323	0.704975227430758
diet_score	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.27368370243398	(5.18 - 5.37)	9.38724727098368e-323	0.704975227430758
final_smoking_score	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	15.1685877736021	(12.01 - 18.90)	4.94065645841247e-324	0.980446532866677
final_smoking_score	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	8.98593605069499	(8.72 - 9.26)	4.44659081257122e-323	0.980446532866677
final_smoking_score	Intermediate	ASXL1	Carrier	composite_mi_cad_stroke_death	10.4129674174959	(8.12 - 13.16)	4.94065645841247e-324	0.980446532866677
final_smoking_score	Intermediate	ASXL1	Non-carrier	composite_mi_cad_stroke_death	6.94010311219237	(6.78 - 7.10)	6.91691904177745e-323	0.980446532866677
final_smoking_score	High	ASXL1	Carrier	composite_mi_cad_stroke_death	9.29703010543054	(7.95 - 10.81)	9.88131291682493e-324	0.980446532866677
final_smoking_score	High	ASXL1	Non-carrier	composite_mi_cad_stroke_death	5.42775080347097	(5.35 - 5.50)	1.23516411460312e-322	0.980446532866677
final_smoking_score	Low	CHIP	Carrier	composite_mi_cad_stroke_death	10.933986004831	(9.87 - 12.08)	1.48219693752374e-323	0.0531482843123068
final_smoking_score	Low	CHIP	Non-carrier	composite_mi_cad_stroke_death	8.90471230963924	(8.63 - 9.18)	4.44659081257122e-323	0.0531482843123068
final_smoking_score	Intermediate	CHIP	Carrier	composite_mi_cad_stroke_death	8.13111293467806	(7.51 - 8.79)	1.97626258336499e-323	0.0531482843123068
final_smoking_score	Intermediate	CHIP	Non-carrier	composite_mi_cad_stroke_death	6.8711110286355	(6.71 - 7.03)	6.42285339593621e-323	0.0531482843123068
final_smoking_score	High	CHIP	Carrier	composite_mi_cad_stroke_death	7.17680584947285	(6.83 - 7.54)	2.96439387504748e-323	0.0531482843123068
final_smoking_score	High	CHIP	Non-carrier	composite_mi_cad_stroke_death	5.33283064902634	(5.26 - 5.41)	1.18575755001899e-322	0.0531482843123068
final_smoking_score	Low	DNMT3A	Carrier	composite_mi_cad_stroke_death	9.76601313857136	(8.44 - 11.24)	9.88131291682493e-324	0.177575036333574
final_smoking_score	Low	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	9.02128471535434	(8.75 - 9.30)	4.44659081257122e-323	0.177575036333574
final_smoking_score	Intermediate	DNMT3A	Carrier	composite_mi_cad_stroke_death	7.34682526640208	(6.58 - 8.18)	1.48219693752374e-323	0.177575036333574
final_smoking_score	Intermediate	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.94493985148342	(6.79 - 7.11)	6.42285339593621e-323	0.177575036333574
final_smoking_score	High	DNMT3A	Carrier	composite_mi_cad_stroke_death	6.62521972706233	(6.18 - 7.09)	2.47032822920623e-323	0.177575036333574
final_smoking_score	High	DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.40466969524257	(5.33 - 5.48)	1.23516411460312e-322	0.177575036333574
final_smoking_score	Low	TET2	Carrier	composite_mi_cad_stroke_death	10.9118224331625	(8.35 - 14.02)	4.94065645841247e-324	0.386235396741015
final_smoking_score	Low	TET2	Non-carrier	composite_mi_cad_stroke_death	9.02996399487999	(8.76 - 9.30)	4.44659081257122e-323	0.386235396741015
final_smoking_score	Intermediate	TET2	Carrier	composite_mi_cad_stroke_death	8.84583717069913	(7.43 - 10.45)	9.88131291682493e-324	0.386235396741015
final_smoking_score	Intermediate	TET2	Non-carrier	composite_mi_cad_stroke_death	6.93418599882191	(6.78 - 7.09)	6.42285339593621e-323	0.386235396741015
final_smoking_score	High	TET2	Carrier	composite_mi_cad_stroke_death	7.32215633366019	(6.55 - 8.16)	1.48219693752374e-323	0.386235396741015
final_smoking_score	High	TET2	Non-carrier	composite_mi_cad_stroke_death	5.42385623705719	(5.35 - 5.50)	1.23516411460312e-322	0.386235396741015
final_smoking_score	Low	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	12.1487095455781	(10.54 - 13.94)	9.88131291682493e-324	0.0907821746600827
final_smoking_score	Low	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	8.9419748070975	(8.68 - 9.21)	4.44659081257122e-323	0.0907821746600827
final_smoking_score	Intermediate	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	9.25161702202373	(8.29 - 10.30)	9.88131291682493e-324	0.0907821746600827
final_smoking_score	Intermediate	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	6.88307917106608	(6.73 - 7.04)	6.42285339593621e-323	0.0907821746600827
final_smoking_score	High	non_DNMT3A	Carrier	composite_mi_cad_stroke_death	7.87503958447852	(7.35 - 8.43)	2.47032822920623e-323	0.0907821746600827
final_smoking_score	High	non_DNMT3A	Non-carrier	composite_mi_cad_stroke_death	5.37469670682863	(5.30 - 5.45)	1.23516411460312e-322	0.0907821746600827
sleep_health_points	Low	ASXL1	Carrier	composite_mi_cad_stroke_death	16.4919226432785	(11.42 - 23.05)	4.94065645841247e-324	0.810101464113889
sleep_health_points	Low	ASXL1	Non-carrier	composite_mi_cad_stroke_death	9.04018139259428	(8.73 - 9.36)	3.95252516672997e-323	0.810101464113889
